Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
auth,languagesCertifications,Languages & certifications,Idiomas y certificaciones,Langues et certifications,Sprachen & Zertifizierungen,?????,?????? ?? ??????????,?????? ??? ??????????,?????? ?????????,???????,?? ? ??,????? ? ????????????
auth,languagesSpokenByStaff,Languages spoken by staff,Idiomas hablados por el personal,Langues parlées par le personnel,Vom Personal gesprochene Sprachen,?????????,??????????? ?????? ???? ???? ???? ??????,???? ?? ??? ?? ???? ???? ???? ??????,?????? ???? ????? ??? ????????,?????????,??? ???? ??,"?????, ?? ??????? ??????? ????????"
auth,selectEveryLanguageYour,Select every language your team can communicate in.,Selecciona todos los idiomas en los que tu equipo pueda comunicarse.,Sélectionnez toutes les langues dans lesquelles votre équipe peut communiquer.,"Wählen Sie jede Sprache aus, in der Ihr Team kommunizieren kann.",????????????????????,?? ?? ???? ?? ??? ???? ?????? ???? ??? ????? ?? ???? ???,?? ???? ?? ????? ???? ?? ??? ?? ?? ??? ??? ??? ?? ???? ???,??? ?? ??? ???? ?????? ??????? ???.,?????????????????????????????,?? ??? ? ?? ?? ??? ?????.,"???????? ????, ?? ??????? ???? ??????? ????? ????????."
auth,certifications,Certifications,Certificaciones,Certifications,Bescheinigungen,??,??????????,??????????,????????,??,??,???????????
auth,preferredContactChannelsChannel,Preferred contact channels (channel | value per line),Canales de contacto preferidos (canal | valor por línea),Canaux de contact préférés (canal | valeur par ligne),Bevorzugte Kontaktkanäle (Kanal | Wert pro Zeile),????????? | ?????,??????? ?????? ???? (???? | ????? ?????? ?????),?????? ????? ????? (???? | ???? ?? ????),????? ??????? ??????? (?????? | ?????? ??? ???),??????????? (???? | ???????),???? ??? ??(?? | ??? ??),???????????????? ?????? ????? (????? | ???????? ?? ??????)
auth,billingEntityVatEtc,"Billing entity, VAT, etc","Entidad de facturación, IVA, etc.","Entité de facturation, TVA, etc","Abrechnungsstelle, Mehrwertsteuer usw.",?????????,"?????? ????, ???, ???","???? ???? ? VAT ?????",???? ??????? ?????? ?????? ??????? ??? ??? ???,?????????VAT ??,"?? ??, VAT ?","??????? ??????????? ??????, ??? ? ?.?"
auth,personalInformation,Personal information,Información personal,Informations personnelles,Persönliche Informationen,????,????????? ???????,???? ???????,????????? ???????,????,?? ??,?????? ??????????
auth,fullLegalName,Full legal name,Nombre legal completo,Nom légal complet,Vollständiger offizieller Name,????,???? ?????? ???,???? ?????? ???,????? ???????? ??????,????,?? ?? ??,?????? ??????????? ????????????
auth,dateOfBirth,Date of birth,Fecha de nacimiento,Date de naissance,Geburtsdatum,????,???? ????,????? ??????,????? ???????,????,????,???? ????????
auth,cityOfResidence,City of residence,Ciudad de residencia,Ville de résidence,Stadt des Wohnsitzes,????,????? ?? ???,????? ???,????? ???????,????,?? ??,????? ??????????
auth,officialLicense,Official license,Licencia oficial,Licence officielle,Offizielle Lizenz,?????,???????? ???????,?????? ??????,???? ?????,???????,?? ????,??????????? ????????
auth,specialisationsExpertise,Specialisations & expertise,Especializaciones y experiencia,Spécialisations & expertises,Spezialisierungen & Expertise,?????,?????????? ?? ??????????,????? ??? ?????,???????? ????????,?????????,??? ? ???,????????????? ? ????
auth,profilePortfolio,Profile & portfolio,Perfil y portafolio,Profil et portfolio,Profil & Portfolio,???????,???????? ?? ???????????,??????? ??? ???? ?????,????? ?????? ????????,??????&???????,??? ? ?????,??????? ? ?????????
auth,whoYouAreAnd,Who you are and what visitors can expect,Quién eres y qué pueden esperar los visitantes,Qui vous êtes et à quoi les visiteurs peuvent s’attendre,Wer Sie sind und was die Besucher erwarten können,?????????????,?? ??? ??? ?? ?????? ???? ?????? ?? ???? ???,?? ??? ??? ??? ?????? ??? ???? ?? ???? ???,?? ??? ??? ???? ?? ?????? ??????,??????????????????,??? ???? ???? ??? ? ?? ?,??? ?? ? ?? ??? ????? ???????????? ??????????
auth,yearsOfGuidingExperience,Years of guiding experience,Años de experiencia como guía,Années d’expérience en tant que guide,Jahre Erfahrung als Guide,??????,?????? ?? ?????????? ?????,??????? ?? ????? ?? ?????,????? ?? ?????? ?????????,???????,???? ?? ??,??????????? ???? ?????? ?????
auth,notableClientsTrainingHighlights,"Notable clients, training, highlights","Clientes notables, formación, destacados","Clients notables, formations, faits saillants","Namhafte Kunden, Schulungen, Highlights",??????????,"????????? ??????, ?????????, ?????????","???? ??? ?????? ? ????? ? ???????","????? ?????? ? ????? ? ???? ?????",??????????????????????,"????? ??, ??, ?????","????????? ???????, ????????, ???????? ???????"
auth,oldQuarterFoodTour,Old Quarter Food Tour | https://...\nSaigon After Dark | https://...,Tour gastronómico por el casco antiguo | https://...\nSaigón después del anochecer | https://...,Visite gastronomique du vieux quartier | https://...\nSaigon après la tombée de la nuit | https://...,Kulinarische Tour durch die Altstadt | https://...\nSaigon nach Einbruch der Dunkelheit | https://...,??????? |https://...\n????? |https://...,???? ???????? ??? ??? | https://...\n?????? ????? ????? | https://...,???? ?????? ??? ??? | https://...\n??????? ?? ??? ?????? | https://...,???? ???? ???? ?????? | https://...\n?????? ??? ???? ?????? | https://...,????????? |https://...\n????????????? |https://...,?? ?? ?? ?? | https://...\n??? ??? ???? | https://...,???????????????? ??? ?? ??????? ???????? | https://...\n?????? ????? ??????????? ??????? | https://...
auth,profilePhotoHttpsntourHighlight,Profile photo | https://...\nTour highlight | https://...,Foto de perfil | https://...\nLo más destacado del tour | https://...,Photo de profil | https://...\nTemps fort de la tournée | https://...,Profilfoto | https://...\nHöhepunkt der Tour | https://...,???? |https://...\n???? |https://...,????????? ????? | https://...\n??? ??????? | https://...,??????? ???? | https://...\n??? ???? ???? | https://...,???? ????? ?????? | https://...\n????? ????? ??? ?????? | https://...,???????? |https://...\n????????? |https://...,??? ?? | https://...\n?? ????? | https://...,???? ??????? | https://...\n???????? ??????? ???? | https://...
auth,contactMethodsChannelValue,Contact methods (channel | value per line),Métodos de contacto (canal | valor por línea),Méthodes de contact (canal | valeur par ligne),Kontaktmethoden (Kanal | Wert pro Zeile),??????? | ????,?????? ??????? (???? | ????? ?????? ???),????? ?? ????? (???? | ?? ???? ????),??? ??????? (?????? | ?????? ??? ???),???? (???? | 1 ????),?? ??(?? | ??? ?),??????? ????? (????? | ???????? ?? ??????)
auth,emailGuideexamplecomnwhatsapp84000,Email | guide@example.com\nWhatsApp | +84 000 000 000\nBooking link | https://cal.com/guide,Correo electrónico | guide@example.com\nWhatsApp | +84 000 000 000\nEnlace de reserva | https://cal.com/guide,Courriel | guide@example.com\nWhatsApp | +84 000 000 000\nLien de réservation | https://cal.com/guide,E-Mail | guide@example.com\nWhatsApp | +84 000 000 000\nLink zur Buchung | https://cal.com/guide,???? |guide@example.com\nWhatsApp |+84 000 000 000\n???? |https://cal.com/guide,???? | guide@example.com\n????????? | +84 000 000 000\n?????? ???? | https://cal.com/guide,?? ??? | guide@example.com\n???? ??? | +84 000 000 000\n???? ??? | https://cal.com/guide,?????? ?????????? | guide@example.com\n?????? | +84 000 000 000\n???? ????? | https://cal.com/guide,E??? |guide@example.com\nWhatsApp? |+84 000 000 000\n????? |https://cal.com/guide,??? | guide@example.com\n??? | +84 000 000 000\n?? ?? | https://cal.com/guide,??????????? ????? | guide@example.com\nWhatsApp | +84 000 000 000\n?????? ??? ???????????? | https://cal.com/guide
auth,companyBillingEntityVat,"Company billing entity, VAT, etc","Entidad de facturación de la empresa, IVA, etc.","Entité de facturation de l’entreprise, TVA, etc.","Abrechnungsstelle des Unternehmens, Mehrwertsteuer usw.",???????????,"????? ?????? ????, ???, ???","????? ???? ???? ? VAT ? ?????","???? ?????? ?????? ? ????? ?????? ??????? ? ???",????????VAT ??,"?? ?? ??, VAT ?","??????????? ?? ??????????? ?????? ????????, ??? ? ?.?"
auth,countryOfRegistration,Country of registration,País de registro,Pays d’immatriculation,Land der Zulassung,????/??,??????? ?? ???,???????? ?? ???,??? ???????,???,?? ??,?????? ???????????
auth,companyAddress,Company address,Dirección de la empresa,Adresse de l’entreprise,Firmenadresse,????,????? ?? ???,????? ?? ???,????? ??????,????,?? ??,????? ????????
auth,shortDescriptionTagline,Short description / tagline,Breve descripción / eslogan,Brève description / slogan,Kurzbeschreibung / Slogan,????/??,????????? ?????/???????,????? ????? / ??? ????,??? ???? / ????,?????/????????,??? ?? / ????,??????? ???????? / ??????
auth,safeAndReliableFleet,Safe and reliable fleet serving Central Vietnam since 2008.,Flota segura y confiable que sirve a Vietnam Central desde 2008.,Une flotte sûre et fiable au service du centre du Vietnam depuis 2008.,"Sichere und zuverlässige Flotte, die seit 2008 Zentralvietnam bedient.",? 2008 ?????????????????????,2008 ?? ???? ??????? ?? ???? ???? ???? ???????? ?? ????????? ??????,2008 ?? ???? ?????? ?? ???? ???? ???? ????? ??? ???? ?????? ????.,????? ??? ?????? ???? ??? ?????? ??? ??? 2008.,2008??????????????????????????????????,2008??? ??? ??? ???? ???? ???? ??? ? ?? ???.,"?????????? ? ???????? ????, ????????????? ??????????? ??????? ? 2008 ????."
auth,fleetLicensingInsurance,Fleet licensing & insurance,Licencias y seguros de flotas,Permis de flotte et assurance,Flottenlizenzierung & Versicherung,???????,????? ?????????? ?? ????,???? ???????? ??? ???????,????? ??????? ????????,????????????,?? ???? ? ??,?????????????? ? ??????????? ?????????
auth,fleetDocumentsTitleLink,Fleet documents (title | link per line),Documentos de la flota (título | enlace por línea),Documents de flotte (titre | lien par ligne),Flottendokumente (Titel | Link pro Zeile),??????? | ?????,????? ?? ???????? (?????? | ????? ?????? ????),???? ?? ????????? (????? | ??? ?? ????),????? ??????? (??????? | ???? ??? ???),?????????? (???? | ???????),?? ??(?? | ?? ??),????????? ????????? (???????? | ?????? ?? ??????)
auth,vehicleRegistrationHttpsnoperatingPermit,Vehicle registration | https://...\nOperating permit | https://...,Matriculación de vehículos | https://...\nPermiso de operación | https://...,Immatriculation du véhicule | https://...\nPermis d’exploitation | https://...,Fahrzeugzulassung | https://...\nBetriebserlaubnis | https://...,???? |https://...\n????? |https://...,???? ??????? | https://...\n???????? ????? | https://...,?????? ?? ???????? | https://...\n??????? ???? | https://...,????? ??????? | https://...\n????? ????? | https://...,???? |https://...\n???? |https://...,?? ?? | https://...\n?? ?? | https://...,??????????? ????????????? ???????? | https://...\n?????????? ?? ???????????? | https://...
auth,insuranceDocumentsTitleLink,Insurance documents (title | link per line),Documentos del seguro (título | enlace por línea),Documents d’assurance (titre | lien par ligne),Versicherungsdokumente (Titel | Link pro Zeile),??????? | ?????,???? ???????? (?????? | ????? ?????? ????),??????? ????????? (????? | ??? ?? ????),????? ??????? (??????? | ???? ??? ???),????(????|1????????),?? ??(?? | ?? ??),????????? ????????? (???????? | ?????? ?? ??????)
auth,passengerLiabilityInsuranceHttps,Passenger liability insurance | https://...,Seguro de responsabilidad civil de pasajeros | https://...,Assurance responsabilité civile passager | https://...,Insassen-Haftpflichtversicherung | https://...,?????? |https://...,?????? ????? ???? | https://...,??????? ?? ??? ???? ???? | https://...,????? ??????? ?????? | https://...,???????? |https://...,?? ?? ?? | https://...,??????????? ??????????????? ?????????? | https://...
auth,safetyCertificationsOnePer,Safety certifications (one per line),Certificaciones de seguridad (una por línea),Certifications de sécurité (une par ligne),Sicherheitszertifizierungen (eine pro Zeile),??????????,??????? ?????????? (????? ?????? ??),?????? ?????????? (??? ?? ????),?????? ??????? (????? ??? ???),????(1????1?),?? ??(??? 1?),??????????? ???????????? (???? ?? ?????)
auth,iso39001nlocalTransportAuthority,ISO 39001\nLocal transport authority certificate,ISO 39001\nCertificado de autoridad de transporte local,ISO 39001\nCertificat d’autorité de transport locale,ISO 39001\nZertifikat der lokalen Verkehrsbehörde,ISO 39001\n????????,????? 39001\n??????? ?????? ????????? ??????????,??? ??? ?? 39001\n???? ????????? ??????? ????????,????? ISO 39001\n????? ???? ????? ???????,ISO 39001\n??????????,ISO 39001\n?? ?? ?? ???,ISO 39001\n?????????? ???????? ????????????? ??????????
auth,servicesCoverage,Services & coverage,Servicios y cobertura,Services et couverture,Dienstleistungen & Abdeckung,???????,?????? ?? ?????,????? ??? ?????,??????? ????????,?????????,??? ? ?? ??,?????? ? ????????
auth,fleetOverviewVehicleType,Fleet overview (vehicle type | capacity per line),Resumen de la flota (tipo de vehículo | capacidad por línea),Vue d’ensemble de la flotte (type de véhicule | capacité par ligne),Flottenübersicht (Fahrzeugtyp | Kapazität pro Linie),????????? | ????????,????? ?? ?????? (???? ?????? | ????? ?????? ??????),???? ?? ????? (???? ?? ??? | ?? ???? ?? ??????),???? ???? ??? ??????? (??? ??????? | ????? ??? ??),??????(?????|?????????),?? ??(?? ?? | ??? ??),????? ????????? (??? ????????????? ???????? | ??????????? ?????)
auth,luxuryVan7Seatsnmini,Luxury van | 7 seats\nMini coach | 24 seats,Furgoneta de lujo | 7 asientos\nMini coach | 24 asientos,Fourgon de luxe | 7 places\nMini autocar | 24 places assises,Luxus-Van | 7 Sitze\nMinibus | 24 Sitzplätze,????? |7?\n???? |24 ???,?????? ??? | 7 ?????\n???? ??? | 24 ?????,????? ??? | 7 ??????\n??? ??? | 24 ??????,??? ???? | 7 ?????\n????? ????? | 24 ?????,???? |7?\n????? |24?,??? ? | 7??\n?? ?? | 24?,????????? ???????????? | 7 ????\n????-??????? | 24 ?????
auth,serviceTypes,Service types,Tipos de servicio,Types de services,Arten von Diensten,????,???? ??????,????? ?? ?????,????? ???????,???????,??? ??,???? ?????
auth,airportTransfersncorporateShuttlesnprivateChauffeur,Airport transfers\nCorporate shuttles\nPrivate chauffeur,Traslados al aeropuerto\nTraslados corporativos\nChofer privado,Transferts aéroport\nNavettes d’entreprise\nChauffeur privé,Flughafentransfers\nFirmenshuttles\nPrivater Chauffeur,????\n????\n????,???? ????? ???????????\n????????? ???\n???? ????,????? ??? ?? ??????\n???????? ????\n??? ????,????? ?? ???? ??????\n?????? ???????\n???? ???,????\n??????\n?????,?? ???\n?? ??\n?? ????,???????? ?? ?????????\n????????????? ??????\n??????? ?????
auth,safetyComfortFeatures,Safety & comfort features,Características de seguridad y comodidad,Caractéristiques de sécurité et de confort,Sicherheits- und Komfortmerkmale,???????,??????? ?? ???? ?? ?????????,????? ??? ???? ?? ???????,????? ??????? ???????,??????????,?? ? ?? ??,??????? ???????????? ? ????????
auth,wifinchildSeatsOnRequestnwheelchair,Wi-Fi\nChild seats on request\nWheelchair accessible,Wi-Fi\nAsientos para niños bajo petición\nAccesible para sillas de ruedas,Wi-Fi\nSièges enfants sur demande\nAccessible en fauteuil roulant,Wi-Fi\nKindersitze auf Anfrage\nRollstuhlgerecht,Wi-Fi\n??????????\n???????,???-???\n?????? ?? ????? ?? ?????\n????????? ????,???? ????\n??????? ?? ???? ?? ??????\n???? ???? ???? ?????,Wi-Fi\n????? ??????? ??? ?????\n???? ?????? ??? ??????? ????????,Wi-Fi\n?????????????????\n??????????,Wi-Fi\n?? ? ???? ???\n??? ?? ??,Wi-Fi\n??????? ?????? ?? ???????\n?????? ??? ?????????? ???????
auth,selectEveryLanguageYour2,Select every language your staff can communicate in.,Seleccione todos los idiomas en los que su personal pueda comunicarse.,Sélectionnez toutes les langues dans lesquelles votre personnel peut communiquer.,"Wählen Sie jede Sprache aus, in der Ihre Mitarbeiter kommunizieren können.",????????????????????,?? ?? ???? ?? ??? ???? ?????? ???? ???????? ????? ?? ???? ????,?? ???? ?? ????? ???? ?? ??? ?? ?? ???? ??? ??? ?????? ???,??? ?? ??? ???? ??????? ??????? ???.,?????????????????????????????????,??? ????? ? ?? ?? ??? ?????.,"???????? ????, ?? ??????? ???? ?????????? ????? ????????."
